;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;MP_entropy;MP_complexity;MP_fisher_shanon;MP_edge_entropy;MP_edge_complexity;MP_edge_fisher_shannon;MP_number_nodes;MP_self_transition;TP_ICMP_entropy;TP_ICMP_complexity;TP_ICMP_fisher_shanon;TP_ICMP_edge_entropy;TP_ICMP_edge_complexity;TP_ICMP_edge_fisher_shannon;TP_ICMP_number_nodes;TP_ICMP_self_transition;TP_TCP_entropy;TP_TCP_complexity;TP_TCP_fisher_shanon;TP_TCP_edge_entropy;TP_TCP_edge_complexity;TP_TCP_edge_fisher_shannon;TP_TCP_number_nodes;TP_TCP_self_transition
538;[395, 539];0.9872424194484613;0.012748253764896184;0.010245761371805533;0.7053071023407346;0.25114576129769506;0.39149575140626325;18.0;0.0921985815602837;0.999040538227608;0.0009553740027235631;0.0008892499521665109;0.96819051374857;0.0323963030603231;0.029962854577256316;16.0;0.014184397163120567;0.7824631509549161;0.1716737330756097;0.07695676746255693;0.9329350879565486;0.06252685030320915;0.05089270770427419;15.0;0.3049645390070922;0.9725287350775572;0.026516047787318673;0.012730393546152559;0.8315004452668298;0.1670684297965183;0.19057221127383414;18.0;0.09929078014184398;0.9970259083825116;0.0029483022748959813;0.0045050283629059044;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567
539;[396, 540];0.987078607174651;0.01290462525147173;0.010024689100162517;0.7925820742559411;0.19044937396330971;0.26823725421878947;18.0;0.0921985815602837;0.9987194697421401;0.001266196095519554;0.000693940274598024;0.96819051374857;0.0323963030603231;0.029962854577256316;16.0;0.014184397163120567;0.7855269056705164;0.17070123121271763;0.07554837903502726;0.9329350879565486;0.06252685030320915;0.05089270770427419;15.0;0.2978723404255319;0.9737344919221859;0.025366851993954116;0.010793271398409111;0.8315004452668298;0.1670684297965183;0.19057221127383414;18.0;0.09929078014184398;0.9971771132333447;0.0028069178185766977;0.0036910348120839875;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567
540;[397, 541];0.9874855994696645;0.012553196477414907;0.010509619500092415;0.7925820742559411;0.19044937396330971;0.26823725421878947;18.0;0.0851063829787234;0.9987194697421401;0.001266196095519554;0.0008708353118418987;0.96819051374857;0.0323963030603231;0.029962854577256316;16.0;0.014184397163120567;0.7892349064557415;0.16937569263973276;0.07747107114964709;0.9329350879565486;0.06252685030320915;0.05089270770427419;15.0;0.2978723404255319;0.9758149011701428;0.023585024934578886;0.010617997968512571;0.8315004452668298;0.1670684297965183;0.19057221127383414;18.0;0.0921985815602837;0.9971771132333447;0.0028069178185766977;0.004093649410782138;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567
541;[398, 542];0.9883794310034889;0.011739044732554558;0.010040973594741804;0.7925820742559411;0.19044937396330971;0.26823725421878947;18.0;0.0851063829787234;0.9988767259537975;0.0011155984669473384;0.0009204431888823362;0.96819051374857;0.0323963030603231;0.029962854577256316;16.0;0.014184397163120567;0.7892349064557415;0.16937569263973276;0.07747107114964709;0.955398960984103;0.041293256631601626;0.019796870221593453;15.0;0.2978723404255319;0.9779733504353074;0.021689181664633614;0.009239603571382506;0.9607329284860076;0.03998276446058072;0.03287066936024999;18.0;0.0921985815602837;0.9973343694450022;0.0026567963166123434;0.003917537726368299;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567
542;[399, 543];0.9881034748648917;0.011980027127433625;0.009506926369514349;0.7925820742559411;0.19044937396330971;0.26823725421878947;18.0;0.0851063829787234;0.9983847185222486;0.001596936563845414;0.0011659892516330639;0.96819051374857;0.0323963030603231;0.029962854577256316;16.0;0.02127659574468085;0.7892349064557415;0.16937569263973276;0.07747107114964709;0.955398960984103;0.041293256631601626;0.019796870221593453;15.0;0.2978723404255319;0.9760021318020218;0.023398401165590218;0.009374113388526789;0.9488801212514659;0.050098499096156206;0.039775215515661246;18.0;0.0921985815602837;0.9973343694450022;0.0026567963166123434;0.003917537726368299;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.02127659574468085
543;[400, 544];0.9851803449611032;0.01495270893701078;0.011390650693110443;0.7925820742559411;0.19044937396330971;0.26823725421878947;18.0;0.08510638297872342;0.9985485307960588;0.0014368701638760124;0.0012051155414352199;0.96819051374857;0.0323963030603231;0.029962854577256316;16.0;0.02127659574468085;0.7892349064557415;0.16937569263973276;0.07747107114964709;0.955398960984103;0.041293256631601626;0.019796870221593453;15.0;0.2907801418439716;0.9738699097235339;0.025766774273446865;0.01095690379331154;0.8433532525013715;0.1600207811327745;0.1684247658491351;18.0;0.08510638297872342;0.9973343694450022;0.0026567963166123434;0.003917537726368299;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.02127659574468085
544;[401, 545];0.9823832283877347;0.017897383706234966;0.014113799071785949;0.7925820742559411;0.19044937396330971;0.26823725421878947;18.0;0.08510638297872342;0.9976905785929336;0.0022950067027798634;0.0019864786005275308;0.96819051374857;0.0323963030603231;0.029962854577256316;16.0;0.02127659574468085;0.7892349064557415;0.16937569263973276;0.07747107114964709;0.955398960984103;0.041293256631601626;0.019796870221593453;15.0;0.2907801418439716;0.9705878513702872;0.029292290892315744;0.01300630511005323;0.8433532525013715;0.1600207811327745;0.1684247658491351;18.0;0.08510638297872342;0.9973343694450022;0.0026567963166123434;0.003917537726368299;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.02127659574468085
545;[402, 546];0.9823832283877347;0.017897383706234966;0.014113799071785949;0.7925820742559411;0.19044937396330971;0.26823725421878947;18.0;0.08510638297872342;0.9968686521708542;0.003098331102079775;0.0025230287535596345;0.96819051374857;0.0323963030603231;0.029962854577256316;16.0;0.02127659574468085;0.792051830935206;0.16845750907776774;0.07633332222227743;0.955398960984103;0.041293256631601626;0.019796870221593453;15.0;0.28368794326241137;0.9683202114904514;0.031235420722068346;0.014501007720102653;0.8433532525013715;0.1600207811327745;0.1684247658491351;18.0;0.08510638297872342;0.9973343694450022;0.0026567963166123434;0.003917537726368299;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.02127659574468085
546;[403, 547];0.9823832283877347;0.017897383706234966;0.014113799071785949;0.8798570461711475;0.10954180855490324;0.11024575140626315;18.0;0.08510638297872342;0.996704839897044;0.0032578543584191777;0.002860449484635284;0.96819051374857;0.0323963030603231;0.029962854577256316;16.0;0.02127659574468085;0.7954867431408229;0.16720438226644574;0.07840984247413915;0.955398960984103;0.041293256631601626;0.019796870221593453;15.0;0.2765957446808511;0.9683202114904514;0.031235420722068346;0.014501007720102653;0.9488801212514659;0.050098499096156206;0.039775215515661246;18.0;0.09219858156028368;0.9973343694450022;0.0026567963166123434;0.003917537726368299;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.02127659574468085
547;[404, 548];0.9810880695431871;0.019114674116464773;0.016578092967352045;0.8798570461711475;0.10954180855490324;0.11024575140626315;18.0;0.08510638297872342;0.9970259083825116;0.0029483022748954934;0.0025381865367980353;0.9546444483376649;0.04329880445251284;0.024554853925698734;16.0;0.02127659574468085;0.7954867431408229;0.16720438226644574;0.07840984247413915;0.955398960984103;0.041293256631601626;0.019796870221593453;15.0;0.2695035460992908;0.9683202114904514;0.031235420722068346;0.014501007720102653;0.8433532525013715;0.1600207811327745;0.1684247658491351;18.0;0.09219858156028368;0.9973343694450022;0.0026567963166123434;0.003917537726368299;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.02127659574468085
548;[405, 549];0.978285125893453;0.022141583414444575;0.01829216879262469;0.8798570461711475;0.10954180855490324;0.11024575140626315;18.0;0.07801418439716312;0.99803506543647;0.0019496650131731455;0.0015886000443181261;0.9546444483376649;0.04329880445251284;0.024554853925698734;16.0;0.014184397163120567;0.8043864131663321;0.16149512343770234;0.07487486858189198;0.955398960984103;0.041293256631601626;0.019796870221593453;15.0;0.2624113475177305;0.9645347521496012;0.035297908990693815;0.016967916724926067;0.8433532525013715;0.1600207811327745;0.1684247658491351;18.0;0.09219858156028368;0.9973343694450022;0.0026567963166123434;0.003917537726368299;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567
549;[406, 550];0.9760122245941645;0.024743163530999073;0.01926570779178097;0.8798570461711475;0.10954180855490324;0.11024575140626315;18.0;0.07801418439716312;0.9980350654364699;0.0019496650131731452;0.0016231242135862662;0.96819051374857;0.0323963030603231;0.029962854577256316;16.0;0.014184397163120567;0.8109775988976522;0.15783310589003993;0.06966433245888853;0.9329350879565486;0.06252685030320937;0.013245775361997869;15.0;0.2624113475177305;0.9648315590593605;0.03504200334626099;0.01576024221219639;0.8433532525013715;0.1600207811327745;0.1684247658491351;18.0;0.09219858156028368;0.99803506543647;0.0019496650131731455;0.0028443057914469124;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567
550;[407, 551];0.9755399512578636;0.025173852916292642;0.019334207973982536;0.8798570461711475;0.10954180855490324;0.11024575140626315;18.0;0.07801418439716312;0.9980350654364699;0.0019496650131731452;0.001402489358338613;0.96819051374857;0.0323963030603231;0.029962854577256316;16.0;0.014184397163120567;0.8021413244681691;0.1636443900152553;0.07317890427195253;0.9475231583990614;0.05186115021048181;0.027210433081386744;15.0;0.2624113475177305;0.9670991989391963;0.03311533185228715;0.014246239715964254;0.8433532525013715;0.1600207811327745;0.1684247658491351;18.0;0.08510638297872342;0.9971771132333447;0.0028069178185766977;0.004093649410782138;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567
551;[408, 552];0.9738513921579525;0.02669573709729624;0.021067523109953013;0.8798570461711475;0.10954180855490324;0.11024575140626315;18.0;0.07801418439716312;0.9987057870077163;0.0012863252540724194;0.001027887592022494;0.9546444483376649;0.04329880445251284;0.05518524212053243;16.0;0.014184397163120567;0.8013390787821696;0.16404726494454622;0.07022085443451592;0.9475231583990614;0.05186115021048181;0.027210433081386744;15.0;0.2624113475177305;0.9670991989391963;0.03311533185228715;0.014246239715964254;0.8433532525013715;0.1600207811327745;0.1684247658491351;18.0;0.07801418439716312;0.9970259083825116;0.0029483022748959813;0.0045050283629059044;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567
552;[409, 553];0.9730491464719531;0.027361683824728603;0.02174826899213975;0.8798570461711475;0.10954180855490324;0.11024575140626315;18.0;0.0851063829787234;0.9987057870077163;0.0012863252540729082;0.0007309269016515982;0.9546444483376649;0.04329880445251284;0.05518524212053243;16.0;0.014184397163120567;0.80760235466081;0.16071189240265046;0.06551974140617318;0.9475231583990614;0.05186115021048181;0.027210433081386744;15.0;0.2553191489361702;0.9670991989391963;0.03311533185228715;0.014246239715964254;0.8433532525013715;0.1600207811327745;0.1684247658491351;18.0;0.07801418439716312;0.996704839897044;0.0032578543584191777;0.004347181720960929;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567
553;[410, 554];0.9748605492119109;0.02574503700745618;0.019902156156858926;0.7925820742559411;0.19044937396330971;0.26823725421878947;18.0;0.0851063829787234;0.9985485307960588;0.0014368701638760124;0.0007220441650848113;0.9546444483376649;0.04329880445251284;0.05518524212053243;16.0;0.014184397163120567;0.80760235466081;0.16071189240265046;0.06551974140617318;0.9475231583990614;0.05186115021048181;0.027210433081386744;15.0;0.24822695035460993;0.9670991989391963;0.03311533185228715;0.014246239715964254;0.9488801212514659;0.050098499096156206;0.039775215515661246;18.0;0.08510638297872342;0.9963210094744948;0.0036613168799180724;0.0048897565930182615;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567
554;[411, 555];0.9784286093557469;0.02194215225827307;0.016436336640635485;0.7925820742559411;0.19044937396330971;0.26823725421878947;18.0;0.0851063829787234;0.9987057870077163;0.0012863252540724194;0.0008435792326213194;0.9546444483376649;0.04329880445251284;0.05518524212053243;16.0;0.014184397163120567;0.8163741941298365;0.1548218664851389;0.06220003050126709;0.9475231583990614;0.05186115021048181;0.027210433081386744;15.0;0.24822695035460993;0.9670991989391963;0.03311533185228715;0.014246239715964254;0.8433532525013715;0.1600207811327745;0.1684247658491351;18.0;0.08510638297872342;0.9964848217483048;0.0035019217943967466;0.004690016876560142;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567
555;[412, 556];0.9812315530054809;0.018914210377349912;0.014678320246367836;0.7925820742559411;0.19044937396330971;0.26823725421878947;18.0;0.09219858156028368;0.9987057870077163;0.0012863252540729082;0.0007309269016515982;0.9546444483376649;0.04329880445251284;0.05518524212053243;16.0;0.014184397163120567;0.817176439815836;0.1543962714372536;0.064935356128148;0.9475231583990614;0.05186115021048181;0.027210433081386744;15.0;0.24822695035460993;0.9707390562211203;0.029158783029716116;0.011969904675667319;0.8315004452668298;0.1670684297965183;0.19057221127383414;18.0;0.08510638297872342;0.9972183052566328;0.002746419239016055;0.003567934201714052;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567
556;[413, 557];0.982062159902267;0.018197474282637734;0.01404042044887309;0.8798570461711475;0.10954180855490324;0.11024575140626315;18.0;0.08510638297872342;0.9985485307960588;0.0014368701638760124;0.0007220441650848113;0.9546444483376649;0.04329880445251284;0.05518524212053243;16.0;0.014184397163120567;0.8139317473982193;0.155728457077262;0.06312949512564578;0.9475231583990614;0.05186115021048181;0.027210433081386744;15.0;0.24822695035460993;0.9718883484323266;0.02823279448229669;0.012161441206438035;0.9488801212514659;0.050098499096156206;0.039775215515661246;18.0;0.08510638297872342;0.9963210094744948;0.0036613168799180724;0.0048897565930182615;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567
557;[414, 558];0.982062159902267;0.018197474282637734;0.01404042044887309;0.9099617502405772;0.08386502482452259;0.07670977217199336;18.0;0.08510638297872342;0.9987057870077163;0.0012863252540724194;0.0008435792326213194;0.9546444483376649;0.04329880445251284;0.05518524212053243;16.0;0.014184397163120567;0.8139317473982193;0.155728457077262;0.06312949512564578;0.9475231583990614;0.05186115021048181;0.027210433081386744;15.0;0.24822695035460993;0.9699171297990409;0.029917539388685542;0.0120917765817898;0.9488801212514659;0.050098499096156206;0.039775215515661246;18.0;0.08510638297872342;0.9964848217483048;0.0035019217943967466;0.004690016876560142;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567
558;[415, 559];0.9807670010577192;0.019413955125223325;0.016359179005498523;0.9099617502405772;0.08386502482452259;0.07670977217199336;18.0;0.08510638297872342;0.9987057870077163;0.0012863252540729082;0.0007309269016515982;0.9546444483376649;0.04329880445251284;0.05518524212053243;16.0;0.014184397163120567;0.8139317473982193;0.155728457077262;0.06312949512564578;0.9475231583990614;0.05186115021048181;0.027210433081386744;15.0;0.24822695035460993;0.9707390562211203;0.029158783029716116;0.011969904675667319;0.8433532525013715;0.1600207811327745;0.1684247658491351;18.0;0.08510638297872342;0.9972183052566328;0.002746419239016055;0.003567934201714052;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567
559;[416, 560];0.980123788775337;0.02001370263395047;0.016572419918997036;0.9099617502405772;0.08386502482452259;0.07670977217199336;18.0;0.08510638297872342;0.9985485307960588;0.0014368701638760124;0.0007220441650848113;0.9546444483376649;0.04329880445251284;0.05518524212053243;16.0;0.014184397163120567;0.8139317473982193;0.155728457077262;0.06312949512564578;0.9475231583990614;0.05186115021048181;0.027210433081386744;15.0;0.24822695035460993;0.9751704067855733;0.024698727193531583;0.010112039889696344;0.8315004452668298;0.1670684297965183;0.19057221127383414;18.0;0.08510638297872342;0.9966557606943862;0.003331955659924096;0.0042005394913895155;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567
560;[417, 561];0.9797303885199735;0.020341408690880938;0.01605104467090212;0.9099617502405772;0.08386502482452259;0.07670977217199336;18.0;0.08510638297872342;0.9985485307960588;0.0014368701638760124;0.0010894485329353712;0.9546444483376649;0.04329880445251284;0.05518524212053243;16.0;0.014184397163120567;0.8163741941298365;0.1548218664851389;0.06220003050126709;0.9475231583990614;0.05186115021048181;0.027210433081386744;15.0;0.24113475177304963;0.9758411283568197;0.024066281635350083;0.009763397913431403;0.8315004452668298;0.1670684297965183;0.19057221127383414;18.0;0.08510638297872342;0.9969768291798539;0.0030224427890521792;0.004133034680265224;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567
