;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;TP_entropy;TP_complexity;TP_fisher_shanon;TP_edge_entropy;TP_edge_complexity;TP_edge_fisher_shannon;TP_number_nodes;TP_self_transition;TP_ICMP_entropy;TP_ICMP_complexity;TP_ICMP_fisher_shanon;TP_ICMP_edge_entropy;TP_ICMP_edge_complexity;TP_ICMP_edge_fisher_shannon;TP_ICMP_number_nodes;TP_ICMP_self_transition;TP_TCP_entropy;TP_TCP_complexity;TP_TCP_fisher_shanon;TP_TCP_edge_entropy;TP_TCP_edge_complexity;TP_TCP_edge_fisher_shannon;TP_TCP_number_nodes;TP_TCP_self_transition
621;[521, 622];0.8705325614189041;0.11492970655052333;0.10336211513437174;0.9546444483376652;0.043298804452513315;0.05770496929268121;16.0;0.19387755102040816;0.8600454329282027;0.12492635603406446;0.10551174821132606;0.7064881049118202;0.2480455209574361;0.3943858964455833;15.0;0.20408163265306123;0.9706225336874303;0.026419709295904058;0.017715147198843234;0.9725857357205491;0.029601987753305217;0.016746824526945165;18.0;0.163265306122449;0.506562884021188;0.24467587457390547;0.1981214394408897;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5918367346938775;0.8616157405853665;0.11227565937984535;0.08761789216642979;0.988762155916294;0.01102091595469542;0.003367350481121461;17.0;0.2653061224489796
622;[522, 623];0.861306999304861;0.12144680060403616;0.1136525319481003;0.9546444483376652;0.043298804452513315;0.05770496929268121;16.0;0.20408163265306123;0.8513818359922235;0.13058562405617943;0.11475915252058075;0.7064881049118202;0.2480455209574361;0.3943858964455833;15.0;0.21428571428571427;0.9657806109487548;0.03055944776280527;0.022087044923430294;0.9789848253208955;0.020031194717033057;0.01612384483330482;18.0;0.17346938775510204;0.506562884021188;0.24467587457390547;0.1981214394408897;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5918367346938775;0.8616157405853665;0.11227565937984535;0.08761789216642979;0.988762155916294;0.01102091595469542;0.003367350481121461;17.0;0.2653061224489796
623;[523, 624];0.8601462532909603;0.12218912536809871;0.11681223867800555;0.9546444483376652;0.043298804452513315;0.05770496929268121;16.0;0.20408163265306123;0.8504896430058664;0.1311461866472653;0.11798632326341851;0.9104712149289942;0.08269113238139036;0.08244590536342238;15.0;0.21428571428571427;0.9650014796537183;0.031325710962344246;0.02270426744022978;0.9789848253208955;0.020031194717033057;0.01612384483330482;18.0;0.16326530612244897;0.506562884021188;0.24467587457390547;0.1981214394408897;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5918367346938775;0.8680820443510743;0.1085723989080684;0.08535666902355801;0.944007477192058;0.05302369343549294;0.04477152501692065;17.0;0.25510204081632654
624;[524, 625];0.861306999304861;0.12144680060403616;0.1136525319481003;0.9546444483376652;0.043298804452513315;0.05770496929268121;16.0;0.20408163265306123;0.8513818359922235;0.13058562405617943;0.11475915252058075;0.9104712149289942;0.08269113238139036;0.08244590536342238;15.0;0.21428571428571427;0.9634356949715415;0.03286700817961598;0.024188365847296594;0.9488801212514659;0.050098499096156206;0.039775215515661246;18.0;0.16326530612244897;0.506562884021188;0.24467587457390547;0.1981214394408897;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5918367346938775;0.8723403966706973;0.10640259705720113;0.086170052084537;0.944007477192058;0.05302369343549294;0.04477152501692065;17.0;0.2448979591836735
625;[525, 626];0.8538357758903924;0.1260528318812705;0.11721530616728928;0.9546444483376652;0.043298804452513315;0.05770496929268121;16.0;0.20408163265306123;0.8437696608662365;0.13507939532954452;0.11848816835737608;0.9104712149289942;0.08269113238139036;0.08244590536342238;15.0;0.21428571428571427;0.9579354860380012;0.03755750674130787;0.027272221118576058;0.8822716235122601;0.1326740121853418;0.11120425186503412;18.0;0.16326530612244897;0.506562884021188;0.24467587457390547;0.1981214394408897;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5918367346938775;0.879439365252521;0.10190271092103322;0.08110025487311764;0.9566504715755689;0.04270672693661957;0.038429397798721454;17.0;0.2448979591836735
626;[526, 627];0.8572651186776089;0.12445559551529932;0.11788376849529131;0.9546444483376652;0.043298804452513315;0.05770496929268121;16.0;0.19387755102040816;0.8476085083925152;0.13334752575534733;0.11947286476133678;0.9104712149289942;0.08269113238139036;0.08244590536342238;15.0;0.20408163265306123;0.9613995749451172;0.03490335405100901;0.02605613694596589;0.8822716235122601;0.1326740121853418;0.11120425186503412;18.0;0.16326530612244897;0.5163165294941651;0.24575920898884893;0.19128096219472515;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5816326530612245;0.876179244196976;0.1044453111744777;0.08718424585657675;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.2448979591836735
627;[527, 628];0.8645917754516353;0.11986182210034774;0.11434843187948625;0.9546444483376652;0.043298804452513315;0.05770496929268121;16.0;0.19387755102040816;0.8550797318069835;0.12885517317478276;0.11577208762217894;0.9104712149289942;0.08269113238139036;0.08244590536342238;15.0;0.20408163265306123;0.9634356949715415;0.03286700817961598;0.024188365847296594;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.16326530612244897;0.5259896367836708;0.24668365976597906;0.1944745777320987;0.7435032788101106;0.23349426159598274;0.417157287525381;7.0;0.5714285714285714;0.8666681637309722;0.11123870546534485;0.09145623261874268;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.2448979591836735
628;[528, 629];0.861306999304861;0.12144680060403616;0.1136525319481003;0.9546444483376652;0.043298804452513315;0.05770496929268121;16.0;0.19387755102040816;0.8513818359922235;0.13058562405617943;0.11475915252058075;0.9104712149289942;0.08269113238139036;0.08244590536342238;15.0;0.20408163265306123;0.9629653596272938;0.03336885124851955;0.022422301253472353;0.9607329284860076;0.03998276446058072;0.039807431205993074;18.0;0.16326530612244897;0.5259896367836708;0.24668365976597906;0.1944745777320987;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5612244897959183;0.8699282847865172;0.10875762561336844;0.0852552002775066;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.2448979591836735
629;[529, 630];0.8601462532909603;0.12218912536809871;0.11681223867800555;0.9553989609841033;0.041293256631601404;0.05825840868313192;15.0;0.19387755102040816;0.8504896430058664;0.1311461866472653;0.11798632326341851;0.7064881049118202;0.2480455209574361;0.3943858964455833;15.0;0.20408163265306123;0.9650014796537183;0.031325710962344246;0.020694681050198664;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.16326530612244897;0.5259896367836708;0.24668365976597906;0.1944745777320987;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5612244897959183;0.8737671323127957;0.10681870783658963;0.08638643540732333;0.9566504715755689;0.04270672693661933;0.06197029283911247;17.0;0.2448979591836735
630;[530, 631];0.8569260250572314;0.12530223233699334;0.12597661835805754;0.9553989609841033;0.041293256631601404;0.05825840868313192;15.0;0.19387755102040816;0.8480775311216862;0.13335693649329844;0.125692998951738;0.7064881049118202;0.2480455209574361;0.3943858964455833;15.0;0.20408163265306123;0.9650014796537183;0.031325710962344246;0.022805317977635877;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.16326530612244897;0.5259896367836708;0.24668365976597906;0.1944745777320987;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5714285714285714;0.8675725801462273;0.11047220853347652;0.08852430174524212;0.9566504715755689;0.04270672693661933;0.06197029283911247;17.0;0.2448979591836735
631;[531, 632];0.8601462532909603;0.12218912536809871;0.11681223867800555;0.9475231583990614;0.05186115021048158;0.06960523782515476;15.0;0.19387755102040816;0.8504896430058664;0.1311461866472653;0.11798632326341851;0.9329350879565487;0.06252685030320938;0.06874276982495706;15.0;0.20408163265306123;0.9650014796537183;0.031325710962344246;0.020694681050198664;0.9607329284860076;0.03998276446058072;0.039807431205993074;18.0;0.16326530612244897;0.5163165294941651;0.24575920898884893;0.20121442419059793;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5816326530612245;0.8635962194455454;0.11242383699251522;0.08727456036540365;0.9566504715755689;0.04270672693661933;0.06197029283911247;17.0;0.25510204081632654
632;[532, 633];0.8636749273740486;0.11961022474682337;0.1131068944470642;0.9475231583990614;0.05186115021048158;0.06960523782515476;15.0;0.19387755102040816;0.8537497640614112;0.12880330058223824;0.11380804158445183;0.9329350879565487;0.06252685030320938;0.06874276982495706;15.0;0.20408163265306123;0.9662146920197626;0.030109889603173335;0.01940440394125392;0.9306282244165778;0.06882298225072173;0.05472777168861617;18.0;0.16326530612244897;0.506562884021188;0.24467587457390547;0.1981214394408897;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5918367346938775;0.8635962194455454;0.11242383699251522;0.08727456036540365;0.9566504715755689;0.04270672693661933;0.06197029283911247;17.0;0.25510204081632654
633;[533, 634];0.8601462532909603;0.12218912536809871;0.11681223867800555;0.9699870314266159;0.030004308271133782;0.020968722283650286;15.0;0.19387755102040816;0.8504896430058664;0.1311461866472653;0.11798632326341851;0.8139034549613051;0.17674343949119758;0.19506910652786505;15.0;0.20408163265306123;0.9650014796537183;0.031325710962344246;0.020694681050198664;0.9306282244165778;0.06882298225072173;0.050240473580835505;18.0;0.16326530612244897;0.506562884021188;0.24467587457390547;0.1981214394408897;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5918367346938775;0.8699282847865172;0.10875762561336844;0.0852552002775066;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.25510204081632654
634;[534, 635];0.8645917754516353;0.11986182210034774;0.11434843187948625;0.9699870314266159;0.030004308271133782;0.020968722283650286;15.0;0.1836734693877551;0.8550797318069835;0.12885517317478276;0.11577208762217894;0.8139034549613051;0.17674343949119758;0.19506910652786505;15.0;0.19387755102040816;0.9682776177102169;0.028749610961795177;0.019816468122709534;0.9099617502405772;0.08386502482452259;0.06024944670041271;18.0;0.16326530612244897;0.506562884021188;0.24467587457390547;0.1981214394408897;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5918367346938775;0.8723403966706973;0.10640259705720113;0.086170052084537;0.9024945481137767;0.08743076962144618;0.1239342450141697;17.0;0.25510204081632654
635;[535, 636];0.8645917754516353;0.11986182210034774;0.11434843187948625;0.9699870314266159;0.030004308271133782;0.020968722283650286;15.0;0.1836734693877551;0.8550797318069835;0.12885517317478276;0.11577208762217894;0.8139034549613051;0.17674343949119758;0.19506910652786505;15.0;0.19387755102040816;0.9634356949715415;0.03286700817961598;0.024188365847296594;0.9099617502405772;0.08386502482452259;0.06024944670041271;18.0;0.16326530612244897;0.506562884021188;0.24467587457390547;0.1981214394408897;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5918367346938775;0.8723403966706973;0.10640259705720113;0.086170052084537;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.25510204081632654
636;[536, 637];0.8705325614189041;0.11492970655052333;0.10336211513437174;0.9699870314266159;0.030004308271133782;0.020968722283650286;15.0;0.1836734693877551;0.8600454329282027;0.12492635603406446;0.10551174821132606;0.8139034549613051;0.17674343949119758;0.19506910652786505;15.0;0.19387755102040816;0.9579354860380012;0.03755750674130834;0.026978989465011607;0.8156631257730546;0.17358160031193096;0.21816590808461978;18.0;0.17346938775510204;0.506562884021188;0.24467587457390547;0.1981214394408897;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5918367346938775;0.8660083313297257;0.11010054304065209;0.0885561790799696;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.25510204081632654
637;[537, 638];0.8705325614189041;0.11492970655052333;0.10336211513437174;0.9699870314266159;0.030004308271133782;0.020968722283650286;15.0;0.1836734693877551;0.8600454329282027;0.12492635603406446;0.10551174821132606;0.8255197379070639;0.16589883345222917;0.19051808568613066;15.0;0.19387755102040816;0.9579354860380012;0.037557506741308574;0.02716237559409179;0.8156631257730546;0.17358160031193096;0.21816590808461978;18.0;0.17346938775510204;0.506562884021188;0.24467587457390547;0.1981214394408897;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5918367346938775;0.8616157405853665;0.11227565937984535;0.08761789216642979;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.2653061224489796
638;[538, 639];0.8705325614189041;0.11492970655052333;0.10336211513437174;0.9699870314266159;0.030004308271133782;0.020968722283650286;15.0;0.17346938775510204;0.8600454329282027;0.12492635603406446;0.10551174821132606;0.8255197379070639;0.16589883345222917;0.19051808568613066;15.0;0.1836734693877551;0.961399574945117;0.034903354051009;0.02594629142148162;0.8156631257730546;0.17358160031193096;0.21816590808461978;18.0;0.16326530612244897;0.506562884021188;0.24467587457390547;0.1981214394408897;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6020408163265306;0.8616157405853665;0.11227565937984535;0.08761789216642979;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.2653061224489796
639;[539, 640];0.8736689656726423;0.11335160531948452;0.1042372072730226;0.9699870314266159;0.030004308271133782;0.03886664628526872;15.0;0.16326530612244897;0.8635987621025206;0.123195235149179;0.10669367219116305;0.873419271458927;0.13735883353869804;0.13134394308585043;15.0;0.17346938775510204;0.9643439049588524;0.03264988653001484;0.025235172451823024;0.8156631257730546;0.17358160031193096;0.21816590808461978;18.0;0.15306122448979592;0.49625949943665754;0.2434676406771877;0.20574879505154836;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6122448979591837;0.8616157405853665;0.11227565937984535;0.08761789216642979;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.2653061224489796
640;[540, 641];0.8801816611012852;0.10913216327856755;0.10111871390831029;0.9699870314266159;0.030004308271133782;0.03886664628526872;15.0;0.15306122448979592;0.8702638404393473;0.11905794960703256;0.10342935670062188;0.873419271458927;0.13735883353869804;0.13134394308585043;15.0;0.16326530612244897;0.9689913932552587;0.02865637911914823;0.02272252032378938;0.8156631257730546;0.17358160031193096;0.21816590808461978;18.0;0.15306122448979592;0.4858778139863431;0.24207791681855145;0.20294442515070912;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6224489795918368;0.8616157405853665;0.11227565937984535;0.08761789216642979;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.2755102040816327
641;[541, 642];0.8882433197543566;0.10323732618292554;0.09231040607899454;0.9699870314266159;0.030004308271133782;0.03886664628526872;15.0;0.15306122448979592;0.8778544338785411;0.11390173402217213;0.09547456200561508;0.8880073419014397;0.12874096517561792;0.11927001978590938;15.0;0.16326530612244897;0.9689913932552587;0.02865637911914823;0.02272252032378938;0.8156631257730546;0.17358160031193096;0.24244025846061654;18.0;0.15306122448979592;0.4858778139863431;0.24207791681855145;0.20294442515070912;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6326530612244898;0.8536006978290286;0.11715007501834689;0.09385543643671969;0.9890498244170132;0.010496626898348555;0.014431502061949118;16.0;0.2857142857142857
642;[542, 643];0.8913016584931974;0.1008934355805271;0.08847042681932804;0.9699870314266159;0.030004308271133782;0.03886664628526872;15.0;0.15306122448979592;0.8763062005237426;0.11531375381351135;0.10063964484038623;0.9475231583990614;0.05186115021048158;0.05170731382353633;15.0;0.16326530612244897;0.9675737702958402;0.030187259077407543;0.023956602558432002;0.8616051493362595;0.14525605675646372;0.17715549461928992;18.0;0.15306122448979592;0.47490569380824804;0.24053344324756487;0.21155647987760276;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6428571428571429;0.8435586141304713;0.12373514945420204;0.0981142297783633;0.9546444483376652;0.043298804452513315;0.07071659463583961;16.0;0.29591836734693877
643;[543, 644];0.8901409124792967;0.1016996283811424;0.09197899057112124;0.9924509044541705;0.007078154738359441;0.0077708088025879845;15.0;0.15306122448979592;0.8751454545098418;0.11608280244390878;0.10449442666429302;0.9756641375534827;0.024232992368047133;0.015567246005045733;14.0;0.16326530612244897;0.96692860755301;0.030765277323374057;0.025474159091032712;0.967132018086354;0.030601750822931005;0.04289321881345246;18.0;0.15306122448979592;0.4749056938082481;0.2405334432475649;0.20034976863437576;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6428571428571429;0.8453354804844706;0.12248122953862059;0.09550396938417931;0.9681905137485697;0.0323963030603238;0.03357073009274359;16.0;0.29591836734693877
644;[544, 645];0.8913016584931974;0.1008934355805271;0.08847042681932804;0.9924509044541705;0.007078154738359441;0.0077708088025879845;15.0;0.15306122448979592;0.8763062005237426;0.11531375381351135;0.10063964484038623;0.9756641375534827;0.024232992368047133;0.015567246005045733;14.0;0.16326530612244897;0.9675737702958402;0.030187259077407543;0.023956602558432002;0.9282136470754652;0.06591012330472461;0.08955024953399726;18.0;0.15306122448979592;0.4858778139863431;0.24207791681855145;0.20294442515070912;0.7435032788101106;0.23349426159598274;0.417157287525381;7.0;0.6428571428571429;0.8435586141304713;0.12373514945420204;0.0981142297783633;0.9681905137485697;0.0323963030603238;0.03357073009274359;16.0;0.29591836734693877
